3-gram,frequency
"('OR', 'PUSHAD', 'MOVZX')",2
"('NOP', 'PUSHAD', 'JNLE')",1
"('JB', 'RDTSC', 'JNB')",1
"('PUSHAD', 'JMP', 'CALL_NEAR')",12
"('PUSHAD', 'JS', 'XOR')",2
"('JMP', 'XOR', 'CLD')",5
"('JP', 'MOV', 'CMC')",3
"('MOV', 'CMC', 'CLC')",1
"('MOVZX', 'POPAD', 'INC')",1
"('INC', 'PUSHAD', 'JMP')",9
"('LODSD', 'SUB', 'JNLE')",1
"('SUB', 'JNLE', 'JNZ')",1
"('JNLE', 'JNZ', 'ADD')",1
"('CLD', 'STOSD', 'JL')",1
"('STOSD', 'JL', 'CMC')",1
"('JL', 'CMC', 'MOV')",4
"('JNZ', 'OR', 'SHL')",1
"('OR', 'SHL', 'JLE')",1
"('SHL', 'JLE', 'XOR')",1
"('JLE', 'XOR', 'ADD')",1
"('JMP', 'XCHG', 'JL')",1
"('JNZ', 'POPAD', 'LODSW')",1
"('CLD', 'XCHG', 'JNL')",1
"('JNL', 'LODSD', 'PUSHAD')",2
"('ADD', 'JMP', 'JB')",1
"('JB', 'CLC', 'CMP')",2
"('CLC', 'CMP', 'JNZ')",16
"('XOR', 'LODSB', 'JNO')",1
"('LODSB', 'JNO', 'XOR')",4
"('JNO', 'XOR', 'CLD')",1
"('INC', 'STC', 'PUSHAD')",1
"('STC', 'PUSHAD', 'XOR')",2
"('OR', 'POPAD', 'RCL')",6
"('JNB', 'PUSHAD', 'ADC')",2
"('ADC', 'CALL_NEAR', 'XOR')",1
"('SUB', 'POP', 'SBB')",1
"('POPAD', 'PUSHAD', 'JO')",6
"('POP', 'POPAD', 'JZ')",3
"('POPAD', 'RET_NEAR', 'JNS')",2
"('RET_NEAR', 'JNS', 'JMP')",4
"('POP', 'JMP', 'JZ')",22
"('POP', 'XCHG', 'AND')",10
"('PUSHAD', 'PUSH', 'JNLE')",2
"('JNLE', 'JP', 'POP')",1
"('JP', 'POP', 'JMP')",2
"('JMP', 'PUSH', 'JS')",4
"('JS', 'POP', 'POPAD')",2
"('RDTSC', 'JMP', 'JS')",4
"('JMP', 'JS', 'POP')",3
"('POP', 'JNBE', 'JMP')",8
"('JNBE', 'JMP', 'PUSHFD')",4
"('POP', 'AND', 'PUSHAD')",4
"('AND', 'PUSHAD', 'JL')",1
"('AND', 'LEA', 'MOVSX')",1
"('JNZ', 'SHR', 'ADD')",1
"('MOV', 'JZ', 'CLD')",4
"('JZ', 'CLD', 'MOV')",3
"('MOV', 'NOP', 'JNS')",1
"('NOP', 'JNS', 'PUSH')",4
"('NOP', 'PUSHAD', 'JNS')",2
"('JNS', 'MOV', 'XOR')",7
"('MOV', 'PUSH', 'JP')",3
"('PUSH', 'JP', 'CALL_NEAR')",2
"('JP', 'CALL_NEAR', 'PUSHAD')",3
"('CMC', 'MOV', 'SUB')",14
"('JMP', 'LODSW', 'JNS')",1
"('LODSW', 'JNS', 'ADD')",2
"('JNS', 'ADD', 'JMP')",6
"('JMP', 'RDTSC', 'JO')",7
"('JO', 'JP', 'POP')",2
"('PUSHAD', 'CALL_NEAR', 'AND')",2
"('XOR', 'XOR', 'POPAD')",5
"('JMP', 'JO', 'CMC')",1
"('JO', 'CMC', 'MOV')",2
"('CMC', 'MOV', 'JNB')",4
"('MOV', 'JNB', 'JL')",1
"('JNB', 'JL', 'PUSHAD')",1
"('CLC', 'LODSD', 'MOV')",3
"('STOSD', 'SUB', 'OR')",1
"('SUB', 'OR', 'LEA')",1
"('OR', 'LEA', 'SUB')",2
"('ADD', 'CMC', 'SUB')",1
"('STOSD', 'XOR', 'JP')",1
"('XOR', 'JP', 'LEA')",1
"('JP', 'LEA', 'PUSHAD')",4
"('POPAD', 'STOSD', 'CLC')",12
"('CLD', 'SHL', 'MOV')",5
"('ADC', 'POPAD', 'XOR')",4
"('OR', 'XCHG', 'JNL')",1
"('XCHG', 'JNL', 'JNB')",1
"('JNL', 'JNB', 'LODSW')",1
"('JNB', 'LODSW', 'OR')",1
"('XCHG', 'JNO', 'JMP')",1
"('JNO', 'JMP', 'LODSD')",3
"('JMP', 'LODSD', 'XOR')",6
"('CLD', 'ADD', 'STC')",2
"('XCHG', 'JMP', 'CMC')",2
"('JMP', 'CMC', 'LODSB')",1
"('CMC', 'XOR', 'JMP')",9
"('INC', 'JMP', 'JNO')",1
"('JMP', 'JNO', 'RCL')",1
"('JNB', 'STC', 'ADD')",1
"('STC', 'ADD', 'RCL')",1
"('MOV', 'POPAD', 'JNL')",4
"('POPAD', 'JNL', 'RET_NEAR')",1
"('JNL', 'RET_NEAR', 'PUSHAD')",1
"('RET_NEAR', 'PUSHAD', 'STC')",5
"('PUSH', 'JNP', 'JNS')",1
"('JNP', 'JNS', 'POP')",1
"('PUSHAD', 'JNLE', 'JNP')",1
"('JNLE', 'JNP', 'JNP')",1
"('JNP', 'JNP', 'POPAD')",1
"('MOVZX', 'AND', 'POP')",213
"('JNL', 'JNS', 'POPAD')",1
"('JNS', 'POPAD', 'RDTSC')",2
"('JNO', 'POPAD', 'POPAD')",3
"('PUSH', 'JNP', 'JS')",1
"('JNP', 'JS', 'POP')",1
"('JS', 'POP', 'PUSHFD')",3
"('POP', 'SUB', 'JS')",1
"('SUB', 'JS', 'AND')",1
"('JS', 'AND', 'AND')",3
"('POP', 'ADD', 'JP')",1
"('JP', 'JB', 'MOV')",2
"('MOV', 'JMP', 'SBB')",4
"('JMP', 'SBB', 'MOV')",3
"('SBB', 'MOV', 'CALL_NEAR')",78
"('MOV', 'PUSH', 'JNP')",4
"('JNP', 'JNLE', 'POP')",1
"('JNLE', 'POP', 'TEST')",44
"('SHR', 'JMP', 'POP')",68
"('POPAD', 'XOR', 'LEA')",3
"('XOR', 'LEA', 'JB')",1
"('LEA', 'JB', 'JMP')",1
"('MOV', 'CLD', 'JP')",1
"('CLD', 'JP', 'JO')",1
"('JP', 'JO', 'PUSHAD')",1
"('JMP', 'PUSHAD', 'XOR')",4
"('XOR', 'CALL_NEAR', 'JBE')",1
"('PUSH', 'JBE', 'MOV')",159
"('JBE', 'MOV', 'CALL_NEAR')",219
"('PUSHAD', 'PUSHAD', 'CALL_NEAR')",8
"('PUSHAD', 'CALL_NEAR', 'JO')",3
"('JO', 'POP', 'MOV')",2
"('SUB', 'LODSW', 'MOV')",11
"('PUSHAD', 'PUSH', 'MOVZX')",2
"('MOVZX', 'POP', 'CMC')",1
"('POP', 'CMC', 'POPAD')",2
"('XOR', 'NOP', 'PUSHAD')",2
"('JLE', 'JMP', 'NOP')",1
"('POPAD', 'ADD', 'CLC')",15
"('JMP', 'INC', 'CLC')",2
"('MOV', 'POP', 'STC')",1
"('ADD', 'CLD', 'PUSHAD')",5
"('CLD', 'PUSHAD', 'SBB')",1
"('LODSD', 'PUSHAD', 'MOVSX')",5
"('STC', 'STOSD', 'ADD')",3
"('SUB', 'STOSD', 'JNLE')",1
"('STOSD', 'JNLE', 'SUB')",1
"('MOV', 'LEA', 'JNO')",4
"('SUB', 'SHL', 'CLC')",1
"('SHL', 'CLC', 'MOV')",1
"('XOR', 'JLE', 'JNZ')",1
"('JLE', 'JNZ', 'JL')",1
"('JNZ', 'JL', 'SUB')",1
"('JL', 'SUB', 'XCHG')",2
"('CLC', 'LODSW', 'SUB')",4
"('SHL', 'JMP', 'CLD')",1
"('JMP', 'CLD', 'ADD')",4
"('CLD', 'ADD', 'JBE')",1
"('ADD', 'JBE', 'JMP')",2
"('JBE', 'JMP', 'XCHG')",2
"('XCHG', 'CMC', 'JNZ')",1
"('CMC', 'JNZ', 'LODSD')",1
"('JNZ', 'LODSD', 'XOR')",1
"('MOV', 'CLD', 'JB')",1
"('CLD', 'JB', 'MOV')",1
"('JNZ', 'MOV', 'JS')",2
"('JS', 'PUSHAD', 'CALL_NEAR')",2
"('CALL_NEAR', 'POP', 'JB')",2
"('JB', 'POPAD', 'XCHG')",1
"('LODSB', 'MOV', 'JB')",2
"('XOR', 'CLC', 'INC')",6
"('STC', 'RET_NEAR', 'JMP')",3
"('RET_NEAR', 'JMP', 'JO')",2
"('JMP', 'JNP', 'JNO')",1
"('JNP', 'JNO', 'JMP')",2
"('CMP', 'CMP', 'ADD')",5
"('RET_NEAR', 'JMP', 'JLE')",2
"('JMP', 'JLE', 'PUSHFD')",1
"('JMP', 'POP', 'JB')",3
"('POP', 'JB', 'JNLE')",1
"('JB', 'JNLE', 'JMP')",1
"('JL', 'JMP', 'PUSH')",260
"('JMP', 'POPAD', 'JNP')",2
"('POPAD', 'JNP', 'JMP')",1
"('JNP', 'JMP', 'JBE')",1
"('JMP', 'JBE', 'POPAD')",4
"('RET_NEAR', 'JNZ', 'JS')",1
"('JNZ', 'JS', 'PUSHAD')",1
"('POPAD', 'JNO', 'PUSHAD')",2
"('POP', 'POPFD', 'JLE')",1
"('POPFD', 'JLE', 'PUSHFD')",1
"('LEAVE', 'RET_NEAR', 'JNS')",1
"('PUSHFD', 'CMP', 'SUB')",1
"('CALL_NEAR', 'XCHG', 'MOV')",3
"('CALL_NEAR', 'XOR', 'CLC')",2
"('JNS', 'POP', 'SBB')",1
"('POP', 'SBB', 'SUB')",2
"('SBB', 'SUB', 'CALL_NEAR')",1
"('POP', 'ADD', 'JNO')",2
"('ADD', 'JNO', 'SUB')",1
"('JNO', 'SUB', 'MOV')",2
"('CALL_NEAR', 'JL', 'POP')",3
"('JL', 'POP', 'AND')",1
"('LEA', 'MOV', 'ADC')",1
"('ADC', 'MOV', 'JS')",1
"('MOV', 'JS', 'JBE')",2
"('JS', 'JBE', 'JMP')",1
"('JMP', 'MOV', 'JNS')",13
"('JNS', 'MOV', 'JNL')",1
"('MOV', 'CLC', 'JO')",2
"('CLC', 'JO', 'MOV')",1
"('JO', 'MOV', 'LEA')",5
"('STC', 'MOV', 'LEA')",2
"('POP', 'JL', 'POPAD')",6
"('JL', 'POPAD', 'MOV')",2
"('CMC', 'PUSH', 'JMP')",5
"('CALL_NEAR', 'PUSHAD', 'JNB')",2
"('PUSHAD', 'JNB', 'CMC')",1
"('JNB', 'CMC', 'XOR')",1
"('STC', 'LODSW', 'PUSHAD')",1
"('LODSW', 'PUSHAD', 'CLC')",1
"('PUSHAD', 'CLC', 'CALL_NEAR')",1
"('CLC', 'CALL_NEAR', 'ADC')",1
"('ADD', 'NOP', 'PUSHAD')",2
"('STC', 'INC', 'CLC')",1
"('POP', 'POPAD', 'JBE')",2
"('ADD', 'JNO', 'STOSD')",5
"('JNO', 'STOSD', 'JMP')",4
"('JNB', 'ADD', 'ADD')",11
"('STOSD', 'CLD', 'SUB')",1
"('CLD', 'SUB', 'MOV')",2
"('JNZ', 'PUSHAD', 'JO')",1
"('JNS', 'SHL', 'CLC')",1
"('ADD', 'CMC', 'STC')",2
"('CMC', 'STC', 'XOR')",2
"('STC', 'XOR', 'JNLE')",1
"('JNLE', 'JMP', 'XCHG')",2
"('LODSW', 'JLE', 'JMP')",1
"('JLE', 'JMP', 'SHL')",2
"('JNS', 'ADD', 'MOV')",13
"('JNZ', 'MOV', 'JP')",1
"('MOV', 'JP', 'JP')",2
"('JP', 'JP', 'OR')",1
"('JP', 'OR', 'XCHG')",1
"('OR', 'XCHG', 'JLE')",2
"('XCHG', 'JLE', 'LODSB')",1
"('JLE', 'LODSB', 'MOV')",1
"('CMC', 'INC', 'JNBE')",1
"('INC', 'JNBE', 'CMC')",1
"('JNBE', 'CMC', 'RCL')",1
"('JMP', 'RET_NEAR', 'JNP')",1
"('MOV', 'RET_NEAR', 'JS')",3
"('JS', 'JMP', 'JNS')",1
"('JMP', 'JNS', 'PUSHFD')",8
"('JNP', 'JMP', 'RDTSC')",3
"('PUSH', 'SUB', 'MOVZX')",4
"('POPAD', 'RDTSC', 'JO')",8
"('RDTSC', 'JO', 'PUSH')",6
"('POP', 'POPFD', 'JZ')",3
"('POPFD', 'JZ', 'PUSHAD')",1
"('JNL', 'PUSH', 'PUSHAD')",5
"('JB', 'JMP', 'POP')",124
"('JMP', 'JO', 'POP')",4
"('JO', 'POP', 'RDTSC')",3
"('PUSH', 'JLE', 'JNBE')",1
"('JLE', 'JNBE', 'RDTSC')",1
"('JNBE', 'RDTSC', 'JMP')",4
"('POP', 'JLE', 'POPAD')",7
"('JLE', 'POPAD', 'POPAD')",3
"('PUSHAD', 'JMP', 'SBB')",9
"('JMP', 'SBB', 'POPAD')",9
"('SBB', 'POPAD', 'RCL')",2
"('POPAD', 'JMP', 'CALL_NEAR')",3
"('XCHG', 'AND', 'INC')",7
"('POP', 'SBB', 'CALL_NEAR')",1
"('SBB', 'CALL_NEAR', 'POP')",1
"('ADD', 'JNBE', 'CLC')",1
"('JNBE', 'CLC', 'MOV')",1
"('JNZ', 'ADC', 'MOV')",7
"('SBB', 'MOV', 'JMP')",13
"('INC', 'POP', 'DEC')",10
"('MOV', 'JNP', 'LEA')",4
"('JS', 'JBE', 'PUSHAD')",1
"('PUSH', 'CLC', 'PUSHAD')",2
"('CLC', 'PUSHAD', 'JL')",2
"('MOV', 'LODSW', 'XOR')",4
"('LODSW', 'XOR', 'CLC')",2
"('XOR', 'CLC', 'ADD')",2
"('CLC', 'ADD', 'CLC')",5
"('ADD', 'CLC', 'XOR')",7
"('CLC', 'XOR', 'MOV')",8
"('JMP', 'NOP', 'JP')",2
"('NOP', 'JP', 'STC')",1
"('MOV', 'JMP', 'JNB')",56
"('JMP', 'JNB', 'SUB')",1
"('MOV', 'INC', 'CLC')",3
"('JMP', 'ADD', 'JNS')",7
"('ADD', 'JNS', 'LEA')",3
"('JNS', 'LEA', 'XOR')",1
"('XOR', 'LODSD', 'STC')",1
"('LEA', 'JNL', 'LODSD')",3
"('ADD', 'MOV', 'JO')",4
"('MOV', 'JO', 'DEC')",1
"('JO', 'DEC', 'CMP')",1
"('POP', 'STC', 'JNS')",1
"('STC', 'JNS', 'MOV')",1
"('XOR', 'PUSHAD', 'MOVZX')",3
"('PUSHAD', 'MOVZX', 'SUB')",3
"('MOVZX', 'SUB', 'POPAD')",3
"('JNLE', 'XCHG', 'PUSHAD')",1
"('SUB', 'MOV', 'JL')",5
"('MOV', 'JL', 'ADD')",98
"('JL', 'ADD', 'PUSHAD')",2
"('JNBE', 'JL', 'XCHG')",1
"('JL', 'XCHG', 'PUSHAD')",1
"('PUSHAD', 'JMP', 'JNBE')",6
"('JMP', 'JNBE', 'POPAD')",7
"('POPAD', 'PUSHAD', 'CMC')",3
"('JMP', 'INC', 'CLD')",4
"('JZ', 'POPAD', 'PUSHAD')",1
"('AND', 'SHL', 'POP')",6
"('SHL', 'POP', 'ADD')",7
"('RET_NEAR', 'JNL', 'JMP')",3
"('JNL', 'JMP', 'PUSHFD')",8
"('JMP', 'PUSHAD', 'JNS')",1
"('PUSH', 'XOR', 'JS')",1
"('XOR', 'JS', 'JMP')",2
"('POPAD', 'POP', 'JNL')",1
"('POP', 'JNL', 'PUSHFD')",4
"('JNL', 'PUSHFD', 'SUB')",4
"('PUSH', 'CALL_NEAR', 'JNS')",4
"('CALL_NEAR', 'JNS', 'PUSHAD')",1
"('POPAD', 'JL', 'MOV')",3
"('JMP', 'SUB', 'CMC')",1
"('ADD', 'PUSH', 'PUSHAD')",9
"('ADD', 'POPAD', 'AND')",2
"('POPAD', 'AND', 'CLD')",2
"('JNZ', 'SUB', 'MOVZX')",5
"('JLE', 'LEA', 'JP')",2
"('JZ', 'ADD', 'LEA')",122
"('LEA', 'SUB', 'JB')",1
"('SUB', 'JB', 'JNLE')",1
"('JB', 'JNLE', 'MOV')",1
"('POPAD', 'ADD', 'PUSH')",1
"('ADD', 'PUSH', 'JZ')",1
"('XOR', 'PUSH', 'JNL')",1
"('PUSH', 'JNL', 'JP')",1
"('JNL', 'JP', 'CALL_NEAR')",1
"('CALL_NEAR', 'PUSHAD', 'JB')",3
"('JB', 'OR', 'XOR')",2
"('LODSW', 'PUSHAD', 'JNZ')",1
"('MOV', 'JMP', 'JNL')",4
"('JMP', 'JNL', 'MOV')",6
"('ADD', 'JLE', 'CLC')",2
"('JLE', 'CLC', 'CLD')",1
"('OR', 'POP', 'JNLE')",1
"('POP', 'JNLE', 'JNO')",1
"('JNLE', 'JNO', 'MOV')",1
"('JNO', 'MOV', 'STC')",4
"('POPAD', 'ADD', 'JB')",8
"('JB', 'JMP', 'STOSD')",1
"('LODSD', 'JNLE', 'JNBE')",1
"('JNLE', 'JNBE', 'CLD')",1
"('JNBE', 'CLD', 'ADD')",1
"('ADD', 'CLD', 'JNZ')",2
"('CLD', 'JNZ', 'MOV')",1
"('CLD', 'LODSD', 'CLD')",2
"('OR', 'ADD', 'JO')",1
"('ADD', 'JO', 'CLD')",3
"('JO', 'CLD', 'XOR')",2
"('CLD', 'XOR', 'JNLE')",1
"('XOR', 'JNLE', 'OR')",1
"('JNLE', 'OR', 'MOV')",14
"('JMP', 'SHL', 'CMC')",3
"('CMC', 'ADD', 'OR')",9
"('JMP', 'ADD', 'JBE')",6
"('JBE', 'JMP', 'CMP')",31
"('CLC', 'LODSB', 'SUB')",1
"('JMP', 'INC', 'JNZ')",1
"('JNB', 'PUSHAD', 'ADD')",2
"('ADD', 'POPAD', 'RCL')",4
"('JMP', 'JO', 'AND')",1
"('JO', 'AND', 'POPAD')",1
"('AND', 'POPAD', 'POPAD')",4
"('PUSHAD', 'JO', 'ADD')",1
"('JO', 'ADD', 'XOR')",1
"('ADD', 'XOR', 'POPAD')",4
"('XOR', 'POPAD', 'RET_NEAR')",4
"('PUSHAD', 'PUSH', 'JP')",7
"('POP', 'JL', 'RDTSC')",1
"('JL', 'RDTSC', 'JNZ')",2
"('CLD', 'JNZ', 'JB')",1
"('JNZ', 'JB', 'PUSH')",2
"('RET_NEAR', 'PUSHAD', 'JL')",4
"('POPAD', 'JP', 'PUSHAD')",2
"('POPAD', 'POPAD', 'JNL')",4
"('OR', 'CALL_NEAR', 'POP')",18
"('POPFD', 'PUSH', 'PUSHAD')",7
"('JLE', 'JLE', 'RDTSC')",1
"('JLE', 'RDTSC', 'JMP')",3
"('CALL_NEAR', 'XOR', 'PUSHAD')",1
"('CALL_NEAR', 'OR', 'PUSHAD')",1
"('OR', 'PUSHAD', 'SUB')",3
"('JB', 'POPAD', 'POPAD')",3
"('PUSHAD', 'JO', 'XOR')",1
"('JO', 'XOR', 'POPAD')",1
"('CALL_NEAR', 'ADD', 'JLE')",2
"('CALL_NEAR', 'POP', 'JS')",2
"('POP', 'JS', 'CALL_NEAR')",1
"('JS', 'CALL_NEAR', 'OR')",1
"('MOV', 'AND', 'JNP')",1
"('AND', 'JNP', 'JB')",1
"('JNP', 'JB', 'MOVZX')",1
"('JB', 'MOVZX', 'MOV')",525
"('JO', 'OR', 'JMP')",3
"('PUSHAD', 'MOV', 'JZ')",3
"('POPAD', 'NOP', 'JO')",1
"('NOP', 'JO', 'PUSH')",1
"('PUSH', 'JNLE', 'RDTSC')",9
"('JBE', 'MOV', 'JL')",1
"('JL', 'ADD', 'XOR')",182
"('ADD', 'XOR', 'JNL')",1
"('POP', 'NOP', 'JNL')",1
"('NOP', 'JNL', 'MOV')",1
"('MOV', 'CLD', 'XOR')",3
"('CLD', 'XOR', 'INC')",1
"('XOR', 'INC', 'JZ')",4
"('INC', 'JZ', 'MOV')",12
"('JNS', 'POPAD', 'ADD')",3
"('MOV', 'POPAD', 'JP')",2
"('POPAD', 'JP', 'CMC')",1
"('JP', 'CMC', 'LEA')",1
"('MOV', 'JLE', 'JS')",1
"('JS', 'POPAD', 'OR')",1
"('OR', 'LODSD', 'ADD')",1
"('JMP', 'ADD', 'JP')",5
"('LEA', 'JNZ', 'JMP')",4
"('JNZ', 'JMP', 'LODSD')",1
"('CLD', 'STOSD', 'OR')",2
"('MOV', 'CLC', 'DEC')",8
"('CLC', 'DEC', 'CMP')",8
"('JMP', 'XOR', 'JBE')",3
"('JBE', 'XCHG', 'CLD')",1
"('CLD', 'MOV', 'LODSW')",1
"('SHL', 'PUSHAD', 'CALL_NEAR')",3
"('PUSHAD', 'CALL_NEAR', 'JL')",2
"('POPAD', 'ADD', 'JL')",8
"('ADD', 'JL', 'SUB')",3
"('MOV', 'XCHG', 'JB')",3
"('XCHG', 'JB', 'JNLE')",1
"('JB', 'JNLE', 'JNP')",1
"('JNLE', 'JNP', 'LODSB')",1
"('JNP', 'LODSB', 'MOV')",1
"('INC', 'ADD', 'RCL')",7
"('CLC', 'POPAD', 'PUSHAD')",4
"('JLE', 'POPAD', 'RET_NEAR')",1
"('JMP', 'JNLE', 'PUSHAD')",4
"('JNLE', 'PUSHAD', 'JB')",1
"('NEG', 'DEC', 'XCHG')",14
"('INC', 'OR', 'XCHG')",10
"('POP', 'PUSHAD', 'JB')",4
"('CALL_NEAR', 'RET_NEAR', 'JZ')",4
"('POP', 'POPFD', 'JL')",5
"('POPFD', 'JL', 'JNB')",1
"('JL', 'JNB', 'PUSHFD')",1
"('JMP', 'JNLE', 'POP')",4
"('JNLE', 'POP', 'PUSH')",3
"('POPAD', 'JB', 'RDTSC')",3
"('JB', 'RDTSC', 'PUSHAD')",2
"('CALL_NEAR', 'XOR', 'JNL')",1
"('CALL_NEAR', 'JS', 'STC')",1
"('JS', 'STC', 'RCL')",2
"('POPAD', 'STC', 'RCL')",3
"('ADD', 'POP', 'MOVSX')",1
"('MOVSX', 'SUB', 'PUSH')",4
"('SUB', 'POP', 'CALL_NEAR')",2
"('JMP', 'AND', 'SBB')",2
"('PUSHAD', 'CMC', 'JO')",1
"('CMC', 'JO', 'STC')",1
"('JO', 'STC', 'POPAD')",1
"('MOV', 'PUSHAD', 'JNB')",6
"('POPAD', 'JNO', 'LEA')",1
"('JNO', 'LEA', 'JNLE')",1
"('LEA', 'JNLE', 'MOV')",10
"('JNLE', 'MOV', 'JLE')",2
"('JLE', 'OR', 'LEA')",3
"('OR', 'LEA', 'JNLE')",1
"('JNLE', 'MOV', 'CLD')",1
"('POP', 'MOV', 'JNO')",3
"('MOV', 'JNO', 'PUSH')",7
"('JNO', 'PUSH', 'JS')",1
"('PUSH', 'JS', 'JNL')",1
"('JS', 'JNL', 'CALL_NEAR')",1
"('JNL', 'CALL_NEAR', 'PUSHAD')",1
"('XOR', 'JNO', 'MOV')",3
"('ADD', 'JL', 'JNLE')",2
"('JL', 'JNLE', 'LODSW')",1
"('JNLE', 'LODSW', 'JMP')",1
"('MOV', 'JNZ', 'NOP')",7
"('POPAD', 'NOP', 'ADD')",3
"('STC', 'POP', 'JMP')",4
"('POPAD', 'LEA', 'JNS')",1
"('LEA', 'JNS', 'JLE')",1
"('JNS', 'JLE', 'PUSHAD')",1
"('PUSHAD', 'ADD', 'ADD')",3
"('ADD', 'ADD', 'POPAD')",4
"('ADD', 'LEA', 'JLE')",1
"('LEA', 'JLE', 'CLD')",1
"('JLE', 'CLD', 'PUSHAD')",1
"('CLD', 'PUSHAD', 'CMC')",2
"('POPAD', 'LODSD', 'JBE')",3
"('LODSD', 'JBE', 'ADD')",3
"('JBE', 'ADD', 'JBE')",1
"('CMC', 'STOSD', 'PUSHAD')",3
"('STOSD', 'PUSHAD', 'AND')",2
"('AND', 'POPAD', 'LEA')",5
"('ADD', 'CMC', 'STOSD')",11
"('CMC', 'STOSD', 'STC')",4
"('SUB', 'XOR', 'JNO')",1
"('JNO', 'MOV', 'JZ')",2
"('JZ', 'XOR', 'SHL')",7
"('CMC', 'ADD', 'SHL')",1
"('ADD', 'SHL', 'JZ')",1
"('SHL', 'JZ', 'MOV')",2
"('PUSHAD', 'CLC', 'JZ')",1
"('CLC', 'JZ', 'MOV')",1
"('ADD', 'STC', 'XCHG')",11
"('STC', 'XCHG', 'JP')",2
"('XCHG', 'JP', 'LODSB')",1
"('JP', 'LODSB', 'JBE')",1
"('LODSB', 'JBE', 'XOR')",3
"('PUSHAD', 'SUB', 'MOVZX')",3
"('SUB', 'MOVZX', 'POPAD')",3
"('POPAD', 'POPAD', 'OR')",3
"('OR', 'RET_NEAR', 'PUSHAD')",2
"('PUSHAD', 'CMC', 'JP')",2
"('CMC', 'JP', 'POPAD')",2
"('JP', 'POPAD', 'MOV')",3
"('NOT', 'PUSH', 'XCHG')",12
"('OR', 'OR', 'CALL_NEAR')",55
"('RET_NEAR', 'MOV', 'LODSB')",1
"('MOV', 'LODSB', 'JBE')",2
"('LODSB', 'JBE', 'JNS')",1
"('JBE', 'JNS', 'PUSHFD')",1
"('CMP', 'JZ', 'JS')",1
"('JZ', 'JS', 'JMP')",2
"('PUSHAD', 'JNLE', 'JZ')",2
"('JNLE', 'JZ', 'PUSHAD')",1
"('JMP', 'JZ', 'RDTSC')",2
"('PUSH', 'JB', 'JNBE')",2
"('JB', 'JNBE', 'POP')",1
"('JNBE', 'POP', 'JS')",1
"('POP', 'JS', 'PUSHAD')",9
"('PUSH', 'CALL_NEAR', 'JNP')",2
"('CALL_NEAR', 'JNP', 'CMC')",1
"('JNP', 'CMC', 'ADD')",1
"('JNZ', 'RET_NEAR', 'RET_NEAR')",116
"('MOVZX', 'CMP', 'JL')",796
"('CALL_NEAR', 'DEC', 'INC')",5
"('SAR', 'CMP', 'JNB')",82
"('JNZ', 'DEC', 'POP')",145
"('DEC', 'POP', 'POP')",273
"('JZ', 'NOP', 'PUSH')",4
"('OR', 'JNZ', 'TEST')",228
"('MOVZX', 'JMP', 'ADD')",37
"('RET_NEAR', 'CMP', 'LEA')",125
"('CMP', 'LEA', 'SETZ')",69
"('LEA', 'SETZ', 'CALL_NEAR')",6
"('SETZ', 'CALL_NEAR', 'TEST')",56
"('SUB', 'PUSHAD', 'MOVZX')",1
"('PUSHAD', 'MOVZX', 'JMP')",4
"('MOVZX', 'JMP', 'POPAD')",4
"('JNZ', 'SBB', 'MOV')",1
"('SBB', 'MOV', 'MOVSX')",1
"('POPAD', 'LEA', 'ADC')",1
"('ADC', 'MOV', 'SBB')",2
"('JB', 'SUB', 'LEA')",5
"('LEA', 'XOR', 'CLC')",2
"('CALL_NEAR', 'PUSHAD', 'CLC')",5
"('PUSHAD', 'CLC', 'XOR')",6
"('CLC', 'XOR', 'PUSHAD')",3
"('JNBE', 'MOV', 'STC')",1
"('POPAD', 'ADD', 'JZ')",3
"('ADD', 'JZ', 'STC')",4
"('XOR', 'CMC', 'PUSH')",1
"('JL', 'INC', 'PUSHAD')",1
"('CLC', 'POP', 'JL')",1
"('JL', 'MOV', 'JNBE')",1
"('JNB', 'STOSD', 'PUSHAD')",2
"('PUSHAD', 'ADC', 'PUSH')",4
"('ADC', 'PUSH', 'MOV')",7
"('PUSHAD', 'SUB', 'JNB')",1
"('SUB', 'JNB', 'CLD')",1
"('JNB', 'CLD', 'POPAD')",1
"('CLD', 'POPAD', 'LODSD')",2
"('CMC', 'SHL', 'SUB')",2
"('SHL', 'SUB', 'PUSHAD')",2
"('ADD', 'JNB', 'XOR')",2
"('JNB', 'XOR', 'JMP')",372
"('CMC', 'LODSW', 'MOV')",5
"('ADD', 'ADD', 'JNO')",1
"('ADD', 'JNO', 'XCHG')",2
"('JNO', 'XCHG', 'MOV')",3
"('MOV', 'LODSD', 'JO')",1
"('LODSD', 'JO', 'JO')",1
"('JO', 'JO', 'JMP')",1
"('ADD', 'CLC', 'CMP')",8
"('XCHG', 'PUSHAD', 'PUSHAD')",6
"('INC', 'PUSHAD', 'XOR')",3
"('JNB', 'CLC', 'PUSHAD')",2
"('CALL_NEAR', 'CLD', 'INC')",1
"('CLD', 'INC', 'PUSHAD')",1
"('POPFD', 'PUSHAD', 'JNS')",3
"('PUSH', 'JO', 'JLE')",1
"('JO', 'JLE', 'RDTSC')",1
"('JB', 'POPAD', 'JZ')",1
"('POPFD', 'PUSH', 'JMP')",8
"('CALL_NEAR', 'POPAD', 'LODSD')",2
